Sponsor Name,Sponsor Number,Claim Date,Claim Status,SSO Lunch Rate,SSO Brk Rate,Free Eligible Students,Rdc Eligible Students,Paid Eligible Students,Total Eligible Students,Total Milk Enrollment,Lunch Operating Days,ADP Lunch,Lunch Sites,Breakfast Operating Days,ADP SNB,SNB Sites,ADP Regular Brk,Regular Brk Sites,Snack Operating Days,ADP Low Snack,Low Snack Sites,ADP High Snack,High Snack Sites,SSO Operating Days,SSO Operating Sites,ADP SSO Lunch,ADP SSO SNB,ADP SSO Brk,ADP SSO Snk,Milk Operating Days,ADP Milk,Milk Sites,Free Lunches,Rdc Lunches,Paid Lunches,Total Lunches (No SSO),Free SNB,Rdc SNB,Paid SNB,Total SNB (No SSO),Free Regular Brk,Rdc Regular Brk,Paid Regular Brk,Total Regular Brk (No SSO),Free Snack,Rdc Snack,Paid Snack,Total Snacks (No SSO),SSO Lunches,SSO SNB,SSO Reg Brk,SSO Snack,Free Special Milk,Paid Special Milk,Free Lunch Amt,Rdc Lunch Amt,Paid Lunch Amt,SSO Lunch Amt,Free (Brk+SNB) Amt,Rdc (Brk+SNB) Amt,Paid (Brk+SNB)  Amt,SSO (Brk+SNB) Amt,Free Snack Amt,Rdc Snack Amt,Paid Snack Amt,SSO Snack Amt,Special Milk Amt,FFVP Amt,SubTotal,Liquor Tax,Total Reimbursement,Jul SFSP Rate,Aug SFSP Rate,Sep SFSP Rate,Oct SFSP Rate,Nov SFSP Rate,Dec SFSP Rate,Jan SFSP Rate,Feb SFSP Rate,Mar SFSP Rate,Apr SFSP Rate,May SFSP Rate,Jun SFSP Rate,
ADVANTAGE ARTS ACADEMY,1M,8/1/2021,Paid,4.3175,2.4625,65,16,351,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,193,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095,0,809,0,0,0,0.00,0.00,0.00,13362.66,0.00,0.00,0.00,1992.16,0.00,0.00,0.00,0.00,0.00,0.00,15354.82,2630.75,17985.57,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ADVANTAGE ARTS ACADEMY,1M,9/1/2021,Paid,4.3175,2.4625,63,16,297,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,207,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142,0,1231,0,0,0,0.00,0.00,0.00,17883.09,0.00,0.00,0.00,3031.34,0.00,0.00,0.00,0.00,0.00,0.00,20914.43,3520.70,24435.13,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ADVANTAGE ARTS ACADEMY,1M,10/1/2021,Paid,4.3175,2.4625,61,9,287,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,199,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188,0,923,0,0,0,0.00,0.00,0.00,13764.19,0.00,0.00,0.00,2272.89,0.00,0.00,0.00,0.00,0.00,0.00,16037.08,2709.80,18746.88,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ADVANTAGE ARTS ACADEMY,1M,11/1/2021,Paid,4.3175,2.4625,62,9,285,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,187,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175,0,965,0,0,0,0.00,0.00,0.00,13708.06,0.00,0.00,0.00,2376.31,0.00,0.00,0.00,0.00,0.00,0.00,16084.37,2698.75,18783.12,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ADVANTAGE ARTS ACADEMY,1M,12/1/2021,Paid,4.3175,2.4625,64,10,287,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,199,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584,0,619,0,0,0,0.00,0.00,0.00,11156.42,0.00,0.00,0.00,1524.29,0.00,0.00,0.00,0.00,0.00,0.00,12680.71,2196.40,14877.11,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ADVANTAGE ARTS ACADEMY,1M,1/1/2022,Paid,4.5625,2.6050,65,10,285,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,190,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423,0,785,0,0,0,0.00,0.00,0.00,15617.44,0.00,0.00,0.00,2044.93,0.00,0.00,0.00,0.00,0.00,0.00,17662.37,2738.40,20400.77,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ADVANTAGE ARTS ACADEMY,1M,2/1/2022,Paid,4.5625,2.6050,66,9,290,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,189,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3587,0,818,0,0,0,0.00,0.00,0.00,16365.69,0.00,0.00,0.00,2130.89,0.00,0.00,0.00,0.00,0.00,0.00,18496.58,3048.95,21545.53,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ADVANTAGE ARTS ACADEMY,1M,3/1/2022,Paid,4.5625,2.6050,67,6,291,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,190,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4375,0,1060,0,0,0,0.00,0.00,0.00,19960.94,0.00,0.00,0.00,2761.30,0.00,0.00,0.00,0.00,0.00,0.00,22722.24,3500.00,26222.24,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ADVANTAGE ARTS ACADEMY,1M,4/1/2022,Paid,4.5625,2.6050,64,6,289,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,194,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108,0,731,0,0,0,0.00,0.00,0.00,14180.25,0.00,0.00,0.00,1904.26,0.00,0.00,0.00,0.00,0.00,0.00,16084.51,2486.40,18570.91,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ADVANTAGE ARTS ACADEMY,1M,5/1/2022,Paid,4.5625,2.6050,64,6,283,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,198,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760,0,902,0,0,0,0.00,0.00,0.00,17155.00,0.00,0.00,0.00,2349.71,0.00,0.00,0.00,0.00,0.00,0.00,19504.71,3008.00,22512.71,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ALPINE SCHOOL DISTRICT,01,7/1/2021,Paid,4.3175,2.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,874,364,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13986,5828,95,0,0,0,0.00,0.00,0.00,60384.56,0.00,0.00,0.00,14585.39,0.00,0.00,0.00,0.00,0.00,0.00,74969.95,11888.10,86858.05,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,8/1/2021,Paid,4.3175,2.4625,12458,3487,71040,86985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,87,42345,3901,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465798,42910,44162,0,0,0,0.00,0.00,0.00,2011082.87,0.00,0.00,0.00,214414.81,0.00,0.00,0.00,0.00,0.00,0.00,2225497.68,395928.30,2621425.98,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,9/1/2021,Paid,4.3175,2.4625,12250,3487,73864,89601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,87,44384,4763,5518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932054,100020,115888,0,0,0,0.00,0.00,0.00,4024143.15,0.00,0.00,0.00,531673.45,0.00,0.00,0.00,0.00,0.00,34824.74,4590641.34,792245.90,5382887.24,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,10/1/2021,Paid,4.3175,2.4625,13833,1764,74144,89741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,87,44586,4665,5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802552,83967,100757,0,0,0,0.00,0.00,0.00,3465018.26,0.00,0.00,0.00,454882.85,0.00,0.00,0.00,0.00,0.00,20822.35,3940723.46,682169.20,4622892.66,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,11/1/2021,Paid,4.3175,2.4625,12559,1790,74042,88391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,87,43530,4598,5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827073,87353,104310,0,0,0,0.00,0.00,0.00,3570887.68,0.00,0.00,0.00,471970.14,0.00,0.00,0.00,0.00,0.00,15699.38,4058557.20,703012.05,4761569.25,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,12/1/2021,Paid,4.3175,2.4625,14863,1748,74108,90719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,89,40556,4416,5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486673,52989,60406,0,0,0,0.00,0.00,0.00,2101210.68,0.00,0.00,0.00,279235.19,0.00,0.00,0.00,0.00,0.00,15198.07,2395643.94,413672.05,2809315.99,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,1/1/2022,Paid,4.5625,2.6050,14778,1654,73920,90352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,89,35821,4125,4361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716419,82502,87228,0,0,0,0.00,0.00,0.00,3268661.69,0.00,0.00,0.00,442146.65,0.00,0.00,0.00,0.00,0.00,22170.28,3732978.62,573135.20,4306113.82,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,2/1/2022,Paid,4.5625,2.6050,15511,1649,73897,91057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,89,37286,4438,4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708432,84314,86135,0,0,0,0.00,0.00,0.00,3232221.00,0.00,0.00,0.00,444019.65,0.00,0.00,0.00,0.00,0.00,26323.32,3702563.97,602167.20,4304731.17,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,3/1/2022,Paid,4.5625,2.6050,11623,1774,82222,95619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,89,39679,4665,4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872947,102620,108528,0,0,0,0.00,0.00,0.00,3982820.69,0.00,0.00,0.00,550040.54,0.00,0.00,0.00,0.00,0.00,43291.45,4576152.68,698357.60,5274510.28,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,4/1/2022,Paid,4.5625,2.6050,16289,1625,73720,91634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,89,38267,4578,4716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612277,73240,75455,0,0,0,0.00,0.00,0.00,2793513.81,0.00,0.00,0.00,387350.48,0.00,0.00,0.00,0.00,0.00,32842.38,3213706.67,489821.60,3703528.27,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,5/1/2022,Paid,4.5625,2.6050,16860,1686,73290,91836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,89,39056,4592,4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703015,82652,85427,0,0,0,0.00,0.00,0.00,3207505.94,0.00,0.00,0.00,437845.80,0.00,0.00,0.00,0.00,0.00,28672.94,3674024.68,562412.00,4236436.68,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
ALPINE SCHOOL DISTRICT,01,6/1/2022,Paid,4.5625,2.6050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,1065,543,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20234,10321,923,0,0,0,0.00,0.00,0.00,92317.63,0.00,0.00,0.00,29290.63,0.00,0.00,0.00,0.00,0.00,0.00,121608.26,16187.20,137795.46,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,8/1/2021,Paid,4.3175,2.4625,57,17,305,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,196,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,369,0,0,0,0.00,0.00,0.00,6756.89,0.00,0.00,0.00,908.66,0.00,0.00,0.00,0.00,0.00,0.00,7665.55,1330.25,8995.80,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,9/1/2021,Paid,4.3175,2.4625,47,14,311,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,210,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4407,0,1392,0,0,0,0.00,0.00,0.00,19027.22,0.00,0.00,0.00,3427.80,0.00,0.00,0.00,0.00,0.00,0.00,22455.02,3745.95,26200.97,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,10/1/2021,Paid,4.3175,2.4625,51,14,309,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,197,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2952,0,944,0,0,0,0.00,0.00,0.00,12745.26,0.00,0.00,0.00,2324.60,0.00,0.00,0.00,0.00,0.00,0.00,15069.86,2509.20,17579.06,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,11/1/2021,Paid,4.3175,2.4625,52,14,316,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,202,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832,0,1255,0,0,0,0.00,0.00,0.00,16544.66,0.00,0.00,0.00,3090.44,0.00,0.00,0.00,0.00,0.00,0.00,19635.10,3257.20,22892.30,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,12/1/2021,Paid,4.3175,2.4625,510,16,316,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,191,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289,0,736,0,0,0,0.00,0.00,0.00,9882.76,0.00,0.00,0.00,1812.40,0.00,0.00,0.00,0.00,0.00,0.00,11695.16,1945.65,13640.81,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,1/1/2022,Paid,4.5625,2.6050,48,15,329,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,189,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839,0,804,0,0,0,0.00,0.00,0.00,12952.94,0.00,0.00,0.00,2094.42,0.00,0.00,0.00,0.00,0.00,0.00,15047.36,2271.20,17318.56,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,2/1/2022,Paid,4.5625,2.6050,48,18,327,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,204,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881,0,1214,0,0,0,0.00,0.00,0.00,17707.06,0.00,0.00,0.00,3162.47,0.00,0.00,0.00,0.00,0.00,0.00,20869.53,3298.85,24168.38,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,3/1/2022,Paid,4.5625,2.6050,49,16,330,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,207,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4340,0,1485,0,0,0,0.00,0.00,0.00,19801.25,0.00,0.00,0.00,3868.43,0.00,0.00,0.00,0.00,0.00,0.00,23669.68,3472.00,27141.68,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,4/1/2022,Paid,4.5625,2.6050,56,18,330,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,202,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3239,0,1138,0,0,0,0.00,0.00,0.00,14777.94,0.00,0.00,0.00,2964.49,0.00,0.00,0.00,0.00,0.00,0.00,17742.43,2591.20,20333.63,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,5/1/2022,Paid,4.5625,2.6050,56,18,330,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,202,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039,0,1412,0,0,0,0.00,0.00,0.00,18427.94,0.00,0.00,0.00,3678.26,0.00,0.00,0.00,0.00,0.00,0.00,22106.20,3231.20,25337.40,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN ACADEMY OF INNOVATION,8K,6/1/2022,Paid,4.5625,2.6050,56,18,330,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,165,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,186,0,0,0,0.00,0.00,0.00,2263.00,0.00,0.00,0.00,484.53,0.00,0.00,0.00,0.00,0.00,0.00,2747.53,396.80,3144.33,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN LEADERSHIP ACADEMY,8B,8/1/2021,Paid,4.3175,2.4625,380,154,1116,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12394,0,0,0,0,0,0.00,0.00,0.00,53511.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53511.10,10534.90,64046.00,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN LEADERSHIP ACADEMY,8B,9/1/2021,Paid,4.3175,2.4625,383,155,1111,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19321,0,0,0,0,0,0.00,0.00,0.00,83418.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83418.42,16422.85,99841.27,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN LEADERSHIP ACADEMY,8B,10/1/2021,Paid,4.3175,2.4625,382,153,1111,1646,0,0,0,0,0,0,0,0,0,11,59,1,0,0,16,1,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,27,363,650,17461,0,0,0,0,0,0.00,0.00,0.00,75387.87,0.00,0.00,0.00,0.00,260.00,27.00,363.00,0.00,0.00,0.00,76037.87,14841.85,90879.72,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN LEADERSHIP ACADEMY,8B,11/1/2021,Paid,4.3175,2.4625,382,153,1646,2181,0,0,0,0,0,0,0,0,0,16,54,1,0,0,16,1,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,36,528,856,17464,0,0,0,0,0,0.00,0.00,0.00,75400.82,0.00,0.00,0.00,0.00,292.00,36.00,528.00,0.00,0.00,0.00,76256.82,14844.40,91101.22,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN LEADERSHIP ACADEMY,8B,12/1/2021,Paid,4.3175,2.4625,206,71,1379,1656,0,0,0,0,0,0,0,0,0,6,51,1,0,0,10,1,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,20,186,307,10952,0,0,0,0,0,0.00,0.00,0.00,47285.26,0.00,0.00,0.00,0.00,101.00,20.00,186.00,0.00,0.00,0.00,47592.26,9309.20,56901.46,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN LEADERSHIP ACADEMY,8B,1/1/2022,Paid,4.5625,2.6050,203,71,1370,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13521,0,0,0,0,0,0.00,0.00,0.00,61689.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61689.56,10816.80,72506.36,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN LEADERSHIP ACADEMY,8B,2/1/2022,Paid,4.5625,2.6050,202,74,1362,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16224,0,0,0,0,0,0.00,0.00,0.00,74022.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74022.00,13790.40,87812.40,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN LEADERSHIP ACADEMY,8B,3/1/2022,Paid,4.5625,2.6050,239,78,1321,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19861,0,0,0,0,0,0.00,0.00,0.00,90615.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90615.81,15888.80,106504.61,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN LEADERSHIP ACADEMY,8B,4/1/2022,Paid,4.5625,2.6050,242,83,1314,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12727,0,0,0,0,0,0.00,0.00,0.00,58066.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58066.94,10181.60,68248.54,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN LEADERSHIP ACADEMY,8B,5/1/2022,Paid,4.5625,2.6050,241,83,1309,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17543,0,0,0,0,0,0.00,0.00,0.00,80039.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80039.94,14034.40,94074.34,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
AMERICAN PREPARATORY ACADEMY,74,8/1/2021,Paid,4.3175,2.4625,1462,534,3209,5205,0,0,0,0,0,0,0,0,0,10,0,0,310,2,10,6,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,0,3100,21029,0,0,0,0,0,0.00,0.00,0.00,90792.71,0.00,0.00,0.00,0.00,3100.00,0.00,0.00,0.00,0.00,5012.74,98905.45,17874.65,116780.10,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN PREPARATORY ACADEMY,74,9/1/2021,Paid,4.3175,2.4625,1512,526,3159,5197,0,0,0,0,0,0,0,0,0,21,0,0,354,2,21,6,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7444,0,0,7444,42672,0,0,0,0,0,0.00,0.00,0.00,184236.36,0.00,0.00,0.00,0.00,7444.00,0.00,0.00,0.00,0.00,11314.07,202994.43,36271.20,239265.63,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN PREPARATORY ACADEMY,74,10/1/2021,Paid,4.3175,2.4625,1320,419,3442,5181,0,0,0,0,0,0,0,0,0,14,0,0,355,2,16,6,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4974,0,0,4974,31662,0,0,0,0,0,0.00,0.00,0.00,136700.69,0.00,0.00,0.00,0.00,4974.00,0.00,0.00,0.00,0.00,9172.35,150847.04,26912.70,177759.74,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN PREPARATORY ACADEMY,74,11/1/2021,Paid,4.3175,2.4625,1330,407,3460,5197,0,0,0,0,0,0,0,0,0,17,0,0,355,2,18,6,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6035,0,0,6035,38451,0,0,0,0,0,0.00,0.00,0.00,166012.19,0.00,0.00,0.00,0.00,6035.00,0.00,0.00,0.00,0.00,11927.70,183974.89,32683.35,216658.24,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN PREPARATORY ACADEMY,74,12/1/2021,Paid,4.3175,2.4625,1335,398,3454,5187,0,0,0,0,0,0,0,0,0,12,0,0,328,2,12,6,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,0,0,3938,26275,0,0,0,0,0,0.00,0.00,0.00,113442.31,0.00,0.00,0.00,0.00,3938.00,0.00,0.00,0.00,0.00,7175.13,124555.44,22333.75,146889.19,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN PREPARATORY ACADEMY,74,1/1/2022,Paid,4.5625,2.6050,1328,389,3435,5152,0,0,0,0,0,0,0,0,0,19,0,0,288,2,20,6,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478,0,0,5478,40691,0,0,0,0,0,0.00,0.00,0.00,185652.69,0.00,0.00,0.00,0.00,5478.00,0.00,0.00,0.00,0.00,12023.22,203153.91,32552.80,235706.71,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN PREPARATORY ACADEMY,74,2/1/2022,Paid,4.5625,2.6050,1328,382,3432,5142,0,0,0,0,0,0,0,0,0,15,0,0,319,2,15,6,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4787,0,0,4787,33776,0,0,0,0,0,0.00,0.00,0.00,154103.00,0.00,0.00,0.00,0.00,4787.00,0.00,0.00,0.00,0.00,9184.42,168074.42,28709.60,196784.02,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
AMERICAN PREPARATORY ACADEMY,74,3/1/2022,Paid,4.5625,2.6050,1337,374,3414,5125,0,0,0,0,0,0,0,0,0,21,0,0,310,2,23,6,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6507,0,0,6507,51066,0,0,0,0,0,0.00,0.00,0.00,232988.63,0.00,0.00,0.00,0.00,6507.00,0.00,0.00,0.00,0.00,13454.63,252950.26,40852.80,293803.06,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
