Sponsor Name,Sponsor Number,Claim Date,Claim Status,SSO Lunch Rate,SSO Brk Rate,Free Eligible Students,Rdc Eligible Students,Paid Eligible Students,Total Eligible Students,Total Milk Enrollment,Lunch Operating Days,ADP Lunch,Lunch Sites,Breakfast Operating Days,ADP SNB,SNB Sites,ADP Regular Brk,Regular Brk Sites,Snack Operating Days,ADP Low Snack,Low Snack Sites,ADP High Snack,High Snack Sites,SSO Operating Days,SSO Operating Sites,ADP SSO Lunch,ADP SSO SNB,ADP SSO Brk,ADP SSO Snk,Milk Operating Days,ADP Milk,Milk Sites,Free Lunches,Rdc Lunches,Paid Lunches,Total Lunches (No SSO),Free SNB,Rdc SNB,Paid SNB,Total SNB (No SSO),Free Regular Brk,Rdc Regular Brk,Paid Regular Brk,Total Regular Brk (No SSO),Free Snack,Rdc Snack,Paid Snack,Total Snacks (No SSO),SSO Lunches,SSO SNB,SSO Reg Brk,SSO Snack,Free Special Milk,Paid Special Milk,Free Lunch Amt,Rdc Lunch Amt,Paid Lunch Amt,SSO Lunch Amt,Free (Brk+SNB) Amt,Rdc (Brk+SNB) Amt,Paid (Brk+SNB)  Amt,SSO (Brk+SNB) Amt,Free Snack Amt,Rdc Snack Amt,Paid Snack Amt,SSO Snack Amt,Special Milk Amt,FFVP Amt,SubTotal,Liquor Tax,Total Reimbursement,Jul SFSP Rate,Aug SFSP Rate,Sep SFSP Rate,Oct SFSP Rate,Nov SFSP Rate,Dec SFSP Rate,Jan SFSP Rate,Feb SFSP Rate,Mar SFSP Rate,Apr SFSP Rate,May SFSP Rate,Jun SFSP Rate,
DAGGETT SCHOOL DISTRICT,06,4/1/2022,Paid,4.5625,2.6050,25,3,196,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,123,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,0,451,0,0,0,0.00,0.00,0.00,8956.19,0.00,0.00,0.00,1174.86,0.00,0.00,0.00,0.00,0.00,0.00,10131.05,1570.40,11701.45,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
DAGGETT SCHOOL DISTRICT,06,5/1/2022,Paid,4.5625,2.6050,25,3,194,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,116,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,0,512,0,0,0,0.00,0.00,0.00,9020.06,0.00,0.00,0.00,1333.76,0.00,0.00,0.00,0.00,0.00,0.00,10353.82,1581.60,11935.42,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
DAVINCI ACADEMY,A3,7/1/2021,Paid,4.3175,2.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,58,0,0,0,0,0.00,0.00,0.00,3328.79,0.00,0.00,0.00,142.83,0.00,0.00,0.00,0.00,0.00,0.00,3471.62,655.35,4126.97,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,8/1/2021,Paid,4.3175,2.4625,354,109,952,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,363,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,578,0,0,0,0,0.00,0.00,0.00,9403.52,0.00,0.00,0.00,1423.33,0.00,0.00,0.00,0.00,0.00,0.00,10826.85,1851.30,12678.15,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,9/1/2021,Paid,4.3175,2.4625,325,95,936,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,359,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7548,2659,0,0,0,0,0.00,0.00,0.00,32588.49,0.00,0.00,0.00,6547.79,0.00,0.00,0.00,0.00,0.00,0.00,39136.28,6415.80,45552.08,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,10/1/2021,Paid,4.3175,2.4625,302,84,899,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,363,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6897,2351,0,0,0,0,0.00,0.00,0.00,29777.80,0.00,0.00,0.00,5789.34,0.00,0.00,0.00,0.00,0.00,0.00,35567.14,5862.45,41429.59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,11/1/2021,Paid,4.3175,2.4625,309,84,896,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,384,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6525,2293,0,0,0,0,0.00,0.00,0.00,28171.69,0.00,0.00,0.00,5646.51,0.00,0.00,0.00,0.00,0.00,0.00,33818.20,5546.25,39364.45,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,12/1/2021,Paid,4.3175,2.4625,306,80,881,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,368,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5527,1865,0,0,0,0,0.00,0.00,0.00,23862.82,0.00,0.00,0.00,4592.56,0.00,0.00,0.00,0.00,0.00,0.00,28455.38,4697.95,33153.33,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,1/1/2022,Paid,4.5625,2.6050,1702,512,2668,4882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,271,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4882,1645,0,0,0,0,0.00,0.00,0.00,22274.13,0.00,0.00,0.00,4285.23,0.00,0.00,0.00,0.00,0.00,0.00,26559.36,3905.60,30464.96,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,2/1/2022,Paid,4.5625,2.6050,308,79,878,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,373,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6336,2294,0,0,0,0,0.00,0.00,0.00,28908.00,0.00,0.00,0.00,5975.87,0.00,0.00,0.00,0.00,0.00,0.00,34883.87,5385.60,40269.47,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,3/1/2022,Paid,4.5625,2.6050,303,73,881,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,368,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8472,3101,0,0,0,0,0.00,0.00,0.00,38653.50,0.00,0.00,0.00,8078.11,0.00,0.00,0.00,0.00,0.00,0.00,46731.61,6777.60,53509.21,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,4/1/2022,Paid,4.5625,2.6050,302,74,880,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,378,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6040,2258,0,0,0,0,0.00,0.00,0.00,27557.50,0.00,0.00,0.00,5882.09,0.00,0.00,0.00,0.00,0.00,0.00,33439.59,4832.00,38271.59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,5/1/2022,Paid,4.5625,2.6050,298,74,877,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,374,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7853,2860,0,0,0,0,0.00,0.00,0.00,35829.31,0.00,0.00,0.00,7450.30,0.00,0.00,0.00,0.00,0.00,0.00,43279.61,6282.40,49562.01,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVINCI ACADEMY,A3,6/1/2022,Paid,4.5625,2.6050,296,73,873,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,231,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,295,0,0,0,0,0.00,0.00,0.00,3166.38,0.00,0.00,0.00,768.48,0.00,0.00,0.00,0.00,0.00,0.00,3934.86,555.20,4490.06,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,7/1/2021,Paid,4.3175,2.4625,2421,497,3263,6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,2139,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34221,29258,0,0,0,0,0.00,0.00,0.00,147749.17,0.00,0.00,0.00,72047.83,0.00,0.00,0.00,0.00,0.00,0.00,219797.00,29087.85,248884.85,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,8/1/2021,Paid,4.3175,2.4625,10771,3123,59248,73142,0,0,0,0,0,0,0,0,0,2,14,1,0,0,7,90,31995,2602,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,223963,18214,8069,0,0,0,0.00,0.00,0.00,966960.25,0.00,0.00,0.00,64721.89,0.00,0.00,27.00,0.00,0.00,0.00,1031709.14,190368.55,1222077.69,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,9/1/2021,Paid,4.3175,2.4625,11633,3231,58136,73000,0,0,0,0,0,0,0,0,0,18,22,2,0,0,21,90,33264,3680,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,43,277,396,698537,77278,39765,0,0,0,0.00,0.00,0.00,3015933.50,0.00,0.00,0.00,288218.39,76.00,43.00,277.00,0.00,0.00,23800.33,3328348.22,593756.45,3922104.67,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,10/1/2021,Paid,4.3175,2.4625,10204,1772,61222,73198,0,0,0,0,0,0,0,0,0,17,20,2,0,0,18,90,34355,3947,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,47,213,336,618397,71046,40324,0,0,0,0.00,0.00,0.00,2669929.05,0.00,0.00,0.00,274248.63,76.00,47.00,213.00,0.00,0.00,16166.16,2960679.84,525637.45,3486317.29,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,11/1/2021,Paid,4.3175,2.4625,10491,1794,60667,72952,0,0,0,0,0,0,0,0,0,18,20,2,0,0,19,90,34028,4231,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,51,203,359,646530,80387,46464,0,0,0,0.00,0.00,0.00,2791393.28,0.00,0.00,0.00,312370.59,105.00,51.00,203.00,0.00,0.00,19544.10,3123666.97,549550.50,3673217.47,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,12/1/2021,Paid,4.3175,2.4625,10573,1742,60560,72875,0,0,0,0,0,0,0,0,0,13,20,2,0,0,13,90,34080,4004,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,20,168,263,443043,52049,30794,0,0,0,0.00,0.00,0.00,1912838.15,0.00,0.00,0.00,204000.89,75.00,20.00,168.00,0.00,0.00,12405.04,2129507.08,376586.55,2506093.63,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,1/1/2022,Paid,4.5625,2.6050,10817,1740,60459,73016,0,0,0,0,0,0,0,0,0,18,22,2,0,0,19,90,29915,3831,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,46,217,402,568389,72784,41256,0,0,0,0.00,0.00,0.00,2593274.81,0.00,0.00,0.00,297074.20,139.00,46.00,217.00,0.00,0.00,17318.97,2908069.98,454711.20,3362781.18,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,2/1/2022,Paid,4.5625,2.6050,10769,1733,60397,72899,0,0,0,0,0,0,0,0,0,18,25,2,0,0,19,90,33849,4543,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,51,280,455,643132,86325,52493,0,0,0,0.00,0.00,0.00,2934289.75,0.00,0.00,0.00,361620.90,124.00,51.00,280.00,0.00,0.00,26362.18,3322727.83,546662.20,3869390.03,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,3/1/2022,Paid,4.5625,2.6050,10952,1713,60059,72724,0,0,0,0,0,0,0,0,0,20,25,2,0,0,22,90,33223,4723,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,56,305,506,730909,103911,64018,0,0,0,0.00,0.00,0.00,3334772.31,0.00,0.00,0.00,437455.05,145.00,56.00,305.00,0.00,0.00,31785.36,3804518.72,584727.20,4389245.92,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,4/1/2022,Paid,4.5625,2.6050,11047,1744,59920,72711,0,0,0,0,0,0,0,0,0,16,23,2,0,0,16,90,33401,4738,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,226,364,534411,75810,46851,0,0,0,0.00,0.00,0.00,2438250.19,0.00,0.00,0.00,319531.91,103.00,35.00,226.00,0.00,0.00,18103.92,2776250.02,427528.80,3203778.82,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,5/1/2022,Paid,4.5625,2.6050,11225,1975,59392,72592,0,0,0,0,0,0,0,0,0,17,22,2,0,0,20,90,31407,4437,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,18,229,370,628133,88740,57032,0,0,0,0.00,0.00,0.00,2865856.81,0.00,0.00,0.00,379736.06,123.00,18.00,229.00,0.00,0.00,22585.85,3268548.72,502506.40,3771055.12,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DAVIS SCHOOL DISTRICT,07,6/1/2022,Paid,4.5625,2.6050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,1451,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21761,0,0,720,0,0,0.00,0.00,0.00,99284.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,775.80,0.00,0.00,100060.36,17408.80,117469.16,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,7/1/2021,Paid,4.3175,2.4625,300,60,84,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,77,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,1229,0,0,0,0,0.00,0.00,0.00,6307.87,0.00,0.00,0.00,3026.41,0.00,0.00,0.00,0.00,0.00,0.00,9334.28,1241.85,10576.13,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,8/1/2021,Paid,4.3175,2.4625,495,0,0,495,0,0,0,0,0,0,0,0,0,7,0,0,63,1,17,1,197,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,442,3347,2416,0,0,0,0,0.00,0.00,0.00,14450.67,0.00,0.00,0.00,5949.40,442.00,0.00,0.00,0.00,0.00,0.00,20842.07,2844.95,23687.02,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,9/1/2021,Approved,4.3175,2.4625,337,70,88,495,0,0,0,0,0,0,0,0,0,19,0,0,0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3292.26,3292.26,0.00,3292.26,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,10/1/2021,Approved,4.3175,2.4625,335,69,91,495,0,0,0,0,0,0,0,0,0,18,0,0,0,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2848.20,2848.20,0.00,2848.20,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,11/1/2021,Approved,4.3175,2.4625,340,67,88,495,0,0,0,0,0,0,0,0,0,16,0,0,0,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1932.67,1932.67,0.00,1932.67,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,12/1/2021,Approved,4.3175,2.4625,348,63,84,495,0,0,0,0,0,0,0,0,0,12,0,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1713.72,1713.72,0.00,1713.72,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,1/1/2022,Paid,4.5625,2.6050,356,61,78,495,0,0,0,0,0,0,0,0,0,14,0,0,65,1,18,1,287,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,910,5173,3664,0,0,0,0,0.00,0.00,0.00,23601.81,0.00,0.00,0.00,9544.72,910.00,0.00,0.00,0.00,0.00,2579.12,36635.65,4138.40,40774.05,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,2/1/2022,Paid,4.5625,2.6050,358,62,75,495,0,0,0,0,0,0,0,0,0,19,0,0,69,1,19,1,380,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,0,0,1304,7223,3951,0,0,0,0,0.00,0.00,0.00,32954.94,0.00,0.00,0.00,10292.36,1304.00,0.00,0.00,0.00,0.00,3141.26,47692.56,6139.55,53832.11,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,3/1/2022,Paid,4.5625,2.6050,361,62,72,495,0,0,0,0,0,0,0,0,0,17,0,0,69,1,18,1,374,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,0,0,1172,6729,3715,0,0,0,0,0.00,0.00,0.00,30701.06,0.00,0.00,0.00,9677.58,1172.00,0.00,0.00,0.00,0.00,3589.82,45140.46,5383.20,50523.66,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,4/1/2022,Paid,4.5625,2.6050,495,0,0,495,0,0,0,0,0,0,0,0,0,19,0,0,67,1,19,1,380,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,0,0,1281,7223,3961,0,0,0,0,0.00,0.00,0.00,32954.94,0.00,0.00,0.00,10318.41,1281.00,0.00,0.00,0.00,0.00,4056.46,48610.81,5778.40,54389.21,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,5/1/2022,Paid,4.5625,2.6050,495,0,0,495,0,0,0,0,0,0,0,0,0,19,0,0,69,1,20,1,379,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,0,0,1309,7584,3983,0,0,0,0,0.00,0.00,0.00,34602.00,0.00,0.00,0.00,10375.72,1309.00,0.00,0.00,0.00,0.00,4260.59,50547.31,6067.20,56614.51,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUAL IMMERSION ACADEMY,4E,6/1/2022,Paid,4.5625,2.6050,357,61,77,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,350,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,436,0,0,0,0,0.00,0.00,0.00,4795.19,0.00,0.00,0.00,1135.78,0.00,0.00,0.00,0.00,0.00,0.00,5930.97,840.80,6771.77,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,7/1/2021,Paid,4.3175,2.4625,1410,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,914,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18282,18282,0,0,0,0,0.00,0.00,0.00,78932.54,0.00,0.00,0.00,45019.43,0.00,0.00,0.00,0.00,0.00,0.00,123951.97,15539.70,139491.67,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,8/1/2021,Paid,4.3175,2.4625,1624,428,3266,5318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,2740,646,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13699,3229,277,0,0,0,0.00,0.00,0.00,59145.43,0.00,0.00,0.00,8633.52,0.00,0.00,0.00,0.00,0.00,0.00,67778.95,11644.15,79423.10,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,9/1/2021,Paid,4.3175,2.4625,1734,413,3121,5268,12,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,2652,844,79,0,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55702,17734,1668,0,0,125,0.00,0.00,0.00,240493.39,0.00,0.00,0.00,47777.43,0.00,0.00,0.00,0.00,26.25,0.00,288297.07,47346.70,335643.77,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,10/1/2021,Paid,4.3175,2.4625,1541,291,3449,5281,12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,2932,929,84,0,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46919,14859,1344,0,0,108,0.00,0.00,0.00,202572.78,0.00,0.00,0.00,39899.89,0.00,0.00,0.00,0.00,22.68,0.00,242495.35,39881.15,282376.50,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,11/1/2021,Paid,4.3175,2.4625,1539,256,3433,5228,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,2823,908,88,0,16,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53640,17254,1679,0,0,104,0.00,0.00,0.00,231590.70,0.00,0.00,0.00,46622.52,0.00,0.00,0.00,0.00,21.84,0.00,278235.06,45594.00,323829.06,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,12/1/2021,Paid,4.3175,2.4625,1547,252,3414,5213,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,2740,860,83,0,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41103,12906,1238,0,0,82,0.00,0.00,0.00,177462.20,0.00,0.00,0.00,34829.61,0.00,0.00,0.00,0.00,17.22,0.00,212309.03,34937.55,247246.58,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,1/1/2022,Paid,4.5625,2.6050,1565,248,3394,5207,14,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,2760,839,90,0,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49680,15100,1616,0,0,118,0.00,0.00,0.00,226665.00,0.00,0.00,0.00,43545.18,0.00,0.00,0.00,0.00,25.96,0.00,270236.14,39744.00,309980.14,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,2/1/2022,Paid,4.5625,2.6050,1567,244,3375,5186,15,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,2824,875,92,0,14,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001,14878,1565,0,0,104,0.00,0.00,0.00,219004.56,0.00,0.00,0.00,42834.02,0.00,0.00,0.00,0.00,22.88,0.00,261861.46,40800.85,302662.31,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,3/1/2022,Paid,4.5625,2.6050,1576,241,3360,5177,16,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,2855,906,91,0,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59956,19024,1907,0,0,131,0.00,0.00,0.00,273549.25,0.00,0.00,0.00,54525.26,0.00,0.00,0.00,0.00,28.82,0.00,328103.33,47964.80,376068.13,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,4/1/2022,Paid,4.5625,2.6050,1584,242,3332,5158,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,2854,934,88,0,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42816,14010,1313,0,0,59,0.00,0.00,0.00,195348.00,0.00,0.00,0.00,39916.42,0.00,0.00,0.00,0.00,12.98,0.00,235277.40,34252.80,269530.20,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,5/1/2022,Paid,4.5625,2.6050,1579,237,3322,5138,17,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,2659,876,79,0,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50527,16636,1508,0,0,73,0.00,0.00,0.00,230529.44,0.00,0.00,0.00,47265.12,0.00,0.00,0.00,0.00,16.06,0.00,277810.62,40421.60,318232.22,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
DUCHESNE SCHOOL DISTRICT,08,6/1/2022,Paid,4.5625,2.6050,1195,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5916,0,0,0,0,0,0.00,0.00,0.00,26991.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26991.75,4732.80,31724.55,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
EARLY LIGHT ACADEMY,6F,8/1/2021,Paid,4.3175,2.4625,94,21,878,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,316,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3789,0,533,0,0,0,0.00,0.00,0.00,16359.01,0.00,0.00,0.00,1312.51,0.00,0.00,0.00,0.00,0.00,0.00,17671.52,3220.65,20892.17,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
EARLY LIGHT ACADEMY,6F,9/1/2021,Paid,4.3175,2.4625,105,30,866,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,509,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10185,0,1752,0,0,0,0.00,0.00,0.00,43973.74,0.00,0.00,0.00,4314.30,0.00,0.00,0.00,0.00,0.00,0.00,48288.04,8657.25,56945.29,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
